No.,出庫,地金,アイテム,中石,サイズ,品番,上代,下代,脇石,チェーン長,摘要,入力者,入庫日,下代（数値）
214,FALSE,Pt900,リング,オーバル,110,09A-150-110,"135,000",102641,,,,fujita,2022/09/29,"27,100"
215,FALSE,Pt900,リング,オーバル,110,09B-312-110,"280,000",102299,0.29ct,,,SK,2019/02/05,"23,200"
216,FALSE,Pt900,リング,オーバル,110,09E-106-110,"520,000",20452,0.65ct,,,nakayama,2017/03/18,"32,000"
217,FALSE,Pt900,リング,オーバル,110,09K-16-110,"210,000",102234,0.22ct,,,muro,2017/05/05,"31,000"
218,FALSE,Pt900,リング,オーバル,120,09A-150-120,"100,000",102127,,,,nakajima ,2020/10/31,"38,700"
219,FALSE,Pt900,リング,オーバル,120,09B-312-120,"280,000",102608,0.29ct,,,SK,2018/08/03,"23,800"
220,FALSE,Pt900,リング,オーバル,120,09B-410-120,"330,000",102642,0.40ct,,,tanaka,2023/11/14,"24,200"
221,FALSE,Pt900,リング,オーバル,120,09E-106-120,"600,000",105392,0.72ct,,,tanaka,2023/11/14,"34,500"
222,FALSE,Pt900,リング,オーバル,120,09E-433-120,"280,000",103087,0.25ct,,,tanaka,2023/11/14,"25,500"
223,FALSE,Pt900,リング,オーバル,120,09K-16-120,"220,000",102407,0.22ct,,,suzuki,2017/03/07,"36,000"
224,FALSE,Pt900,リング,オーバル,120,09K-87-120,"420,000",103651,0.44ct,,,tanaka,2023/11/14,"30,000"
225,FALSE,Pt900,リング,オーバル,120,09K-91-120,"220,000",102695,0.16ct,,,nakajima,2017/07/01,"38,300"
226,FALSE,Pt900,リング,オーバル,120,09P-46-120,"380,000",103188,0.43ct,,,tanaka,2023/11/14,"26,000"
227,FALSE,Pt900,リング,オーバル,120,JSD-342-7-5,"880,000",30175,0.97ct,,,kida,2017/03/17,"30,500"
228,FALSE,Pt900,リング,オーバル,120,ORA1-2-120,"135,000",20263,,,,fujita,2023/08/18,"35,000"
229,FALSE,Pt900,リング,オーバル,120,ORB1-2-120,"250,000",403,0.17ct,,,坂井,2024/10/08,"25,000"
230,FALSE,Pt900,リング,オーバル,120,ORK1-1-120,"250,000",3032,0.13ct,,,tanaka,2024/02/21,"26,000"
231,FALSE,Pt900,リング,オーバル,120,ORK1-1-120,"270,000",20345,0.12ct,,,fujita,2023/12/05,"25,400"
232,FALSE,Pt900,リング,オーバル,130,09A-150-130,"110,000",102237,,,,YUKARI,2020/07/16,"40,000"
233,FALSE,Pt900,リング,オーバル,130,09B-312-130,"270,000",102626,0.33ct,,,fujita,2021/08/09,"36,500"
234,FALSE,Pt900,リング,オーバル,130,09C-175-140,"210,000",103283,0.11ct,,,fujita,2022/12/02,"33,000"
235,FALSE,Pt900,リング,オーバル,130,09H-91-130,"340,000",20291,0.40ct,,,fujita,2021/08/09,"38,000"
236,FALSE,Pt900,リング,オーバル,130,09K-16-130,"270,000",20298,0.30ct,,,suzuki,2017/03/07,"36,500"
237,FALSE,Pt900,リング,オーバル,130,09K-16-130,"270,000",102883,0.28ct,,,tanaka,2023/11/14,"41,000"
238,FALSE,Pt900,リング,オーバル,130,09S-111-130,"330,000",103165,0.39ct,,,fujita,2021/08/09,"36,000"
239,FALSE,Pt900,リング,オーバル,130,09S-144-130,"190,000",403,0.17ct,,,河野,2022/03/09,"56,500"
240,FALSE,Pt900,リング,オーバル,130,09S-161-130,"660,000",20496,0.84ct,,,tanaka,2023/11/14,"31,000"
241,FALSE,Pt900,リング,オーバル,130,ORA1-2-130,"140,000",20274,,,,fujita,2023/08/18,"41,000"
242,FALSE,Pt900,リング,オーバル,130,ORB1-1-130,"260,000",3038,0.06ct,,,fujita,2024/06/10,"33,000"
243,FALSE,Pt900,リング,オーバル,130,ORB1-2-130,"260,000",3029,0.17ct,,,坂井,2024/10/08,"31,500"
244,FALSE,Pt900,リング,オーバル,130,ORK1-1-130,"260,000",3032,0.13ct,,,tanaka,2024/02/21,"30,000"
245,FALSE,Pt900,リング,オーバル,140,09A-150-140,"115,000",102689,,,,iwasaki,2023/02/01,"27,000"
246,FALSE,Pt900,リング,オーバル,140,09A-261-140,"120,000",102129,,,,muro,2018/01/23,"33,000"
247,FALSE,Pt900,リング,オーバル,140,09B-18-140,"240,000",102308,0.22ct,,,KOUNO,2018/12/27,"40,000"
248,FALSE,Pt900,リング,オーバル,140,09B-312-140,"280,000",102781,0.39ct,,,YUKARI,不明,"30,000"
249,FALSE,Pt900,リング,オーバル,140,09B-312-140,"360,000",103164,0.40ct,,,tanaka,2023/11/14,"34,500"
250,FALSE,Pt900,リング,オーバル,140,09B-452-140,"300,000",102661,0.33ct,,,SK,2016/12/01,"30,000"
251,FALSE,Pt900,リング,オーバル,140,09C-235-140,"200,000",103177,0.06ct,,,tanaka,2023/07/14,"38,000"
252,FALSE,Pt900,リング,オーバル,140,09E-106-140,"580,000",105244,0.82ct,,,nakayama,2017/03/18,"34,000"
253,FALSE,Pt900,リング,オーバル,140,09E-260-140,"280,000",103865,0.13ct,,,河野,2022/03/09,"29,000"
254,FALSE,Pt900,リング,オーバル,140,09E-396-140,"290,000",103286,0.26ct,,,tanaka,2023/11/14,"29,000"
255,FALSE,Pt900,リング,オーバル,140,09H-261-140,"340,000",103751,0.23ct,,,KOUNO,2021/03/15,"32,000"
256,FALSE,Pt900,リング,オーバル,140,09K-141-140,"380,000",103119,0.48ct,,,河野,2022/03/09,"32,000"
257,FALSE,Pt900,リング,オーバル,140,09K-16-140,"280,000",103108,0.34ct,,,不明,2014/11/21,"52,000"
258,FALSE,Pt900,リング,オーバル,140,09K-179-140,"350,000",102799,0.43ct,,,河野,2022/03/09,"34,000"
259,FALSE,Pt900,リング,オーバル,140,09K-44-140,"180,000",103063,0.10ct,,,不明,2013/11/29,"43,000"
260,FALSE,Pt900,リング,オーバル,140,09K-47-140,"200,000",102876,0.15ct,,,nakajima,2014/07/23,"37,000"
261,FALSE,Pt900,リング,オーバル,140,09K-55-140,"200,000",102792,0.11ct,,,sato,2016/04/09,"45,000"
262,FALSE,Pt900,リング,オーバル,140,09K-69-140,"190,000",103288,0.09ct,,,fujita,2025/06/23,
263,FALSE,Pt900,リング,オーバル,140,09K-78-140,"340,000",103219,0.44ct,,,komaki,2022/04/19,"42,000"
264,FALSE,Pt900,リング,オーバル,140,09K-91-140,"240,000",103274,0.19ct,,,fujita,2021/08/09,"39,000"
265,FALSE,Pt900,リング,オーバル,140,ORA1-2-140,"145,000",20271,,,,fujita,2023/08/18,"37,000"
266,FALSE,Pt900,リング,オーバル,140,ORA1-3-140,"130,000",20255,,,,tanaka,2023/04/27,"33,400"
267,FALSE,Pt900,リング,オーバル,140,ORA1-6-140,"160,000",3027,,,,tanaka,2024/04/12,"37,000"
268,FALSE,Pt900,リング,オーバル,140,ORB1-1-140,"270,000",3038,0.06ct,,,fujita,2024/06/10,"35,000"
269,FALSE,Pt900,リング,オーバル,140,ORK1-1-140,"270,000",3033,0.12ct,,,tanaka,2024/01/04,"41,000"
270,FALSE,Pt900,リング,オーバル,140,OSD-1253,"880,000",30159,1.21ct,,,muro,2016/02/21,"36,000"
271,FALSE,Pt900,リング,オーバル,140,OSD-768,"1,080,000",30216,2.40ct,,,kida,2017/03/17,"32,000"
272,FALSE,Pt900,リング,オーバル,140,OSD-810,"1,632,000",30217,1.90ct,,,kida,2017/03/17,"33,000"
273,FALSE,Pt900,リング,オーバル,150,09A-150-150,"150,000",102827,,,,fujita,2023/03/08,"34,000"
274,FALSE,Pt900,リング,オーバル,150,09B-20-150,"230,000",102541,0.13ct,,,muro,2016/05/03,"30,000"
275,FALSE,Pt900,リング,オーバル,150,09B-20-150,"230,000",102541,0.13ct,,,shige,2024/09/12,"33,500"
276,FALSE,Pt900,リング,オーバル,150,09K-100-150,"190,000",102489,0.14ct,,,KOUNO,2015/09/30,"49,000"
277,FALSE,Pt900,リング,オーバル,150,09K-16-150,"300,000",103372,0.35ct,,,komaki,2016/05/10,"30,250"
278,FALSE,Pt900,リング,オーバル,150,09S-111-150,"400,000",103477,0.48ct,,,SK,2019/02/05,"31,420"
279,FALSE,Pt900,リング,オーバル,150,ORA1-2-150,"145,000",20278,,,,fujita,2023/08/18,"33,500"
280,FALSE,Pt900,リング,オーバル,150,ORA1-3-150,"135,000",20266,,,,tanaka,2023/04/27,"33,500"
281,FALSE,Pt900,リング,オーバル,150,ORB1-1-150,"230,000",3035,"0,06ct",,,青山,2024/07/04,"17,000"
282,FALSE,Pt900,リング,オーバル,150,ORB1-2-150,"280,000",3032,0.20ct,,,坂井,2024/10/08,"37,500"
283,FALSE,Pt900,リング,オーバル,150,ORK1-1-150,"270,000",3033,0.12ct,,,tanaka,2024/01/04,"22,000"
284,FALSE,Pt900,リング,オーバル,150,SAHA-C-2513,"380,000",3065,0.12ct,,,河野,2022/03/09,"24,060"
285,FALSE,Pt900,リング,オーバル,160,09A-150-160,"130,000",3024,,,,yoshida,2018/06/06,"60,660"
286,FALSE,Pt900,リング,オーバル,160,09A-188-160,"160,000",20311,,,,山室,2022/10/08,"6,960"
287,FALSE,Pt900,リング,オーバル,160,09A-261-160,"160,000",102826,,,,tanaka,2023/11/14,"5,840"
288,FALSE,Pt900,リング,オーバル,160,09A-286-160,"110,000",20182,,,,muro,2018/01/23,"35,920"
289,FALSE,Pt900,リング,オーバル,160,09B-18-160,"260,000",102488,0.25ct,,,sato,2016/04/07,"23,360"
290,FALSE,Pt900,リング,オーバル,160,09B-20-160,"250,000",103978,0.16ct,,,nakayama,2014/06/26,"75,800"
291,FALSE,Pt900,リング,オーバル,160,09B-423-160,"280,000",20433,0.12ct,,,tanaka,2023/11/14,"31,110"
292,FALSE,Pt900,リング,オーバル,160,09B-423-160,"320,000",105825,0.11ct,,,komaki,2019/04/01,"7,260"
293,FALSE,Pt900,リング,オーバル,160,09C-175-160,"290,000",20384,0.23ct,,,山室,2022/10/08,"24,810"
294,FALSE,Pt900,リング,オーバル,160,09C-175-170,"260,000",102911,0.22ct,,,komaki,2017/04/10,"15,730"
295,FALSE,Pt900,リング,オーバル,160,09C-193-160,"240,000",103362,0.09ct,,,tanaka,2023/11/14,"24,160"
296,FALSE,Pt900,リング,オーバル,160,09C-260-160,"290,000",102785,0.32ct,,,河野,2022/03/09,"37,100"
297,FALSE,Pt900,リング,オーバル,160,09E-106-160,"570,000",104794,0.84ct,,,河野,2022/03/09,"62,300"
298,FALSE,Pt900,リング,オーバル,160,09E-106-160,"570,000",108794,0.78ct,,,不明,不明,"6,660"
299,FALSE,Pt900,リング,オーバル,160,09E-260-160,"310,000",104171,0.13ct,,,shige,2024/09/12,"18,410"
300,FALSE,Pt900,リング,オーバル,160,09E-322-160,"270,000",103873,0.08ct,,,tanaka,2024/01/18,"24,370"
301,FALSE,Pt900,リング,オーバル,160,09E-323-160,"280,000",20545,0.11ct,,,yoshida,2022/12/09,"29,210"
302,FALSE,Pt900,リング,オーバル,160,09H-261-160,"380,000",20345,0.30ct,,,nakayama,2017/05/31,"9,220"
303,FALSE,Pt900,リング,オーバル,160,09K-105-160,"260,000",102798,0.22ct,,,tanaka,2023/11/14,"21,640"
304,FALSE,Pt900,リング,オーバル,160,09K-16-160,"320,000",103165,0.42ct,,,suzuki,2017/03/07,"9,050"
305,FALSE,Pt900,リング,オーバル,160,09K-211-160,"430,000",105472,0.47ct,,,河野,2022/03/09,"5,820"
306,FALSE,Pt900,リング,オーバル,160,09K-44-160,"200,000",102708,0.12ct,,,tamai,2017/10/07,"23,670"
307,FALSE,Pt900,リング,オーバル,160,09K-55-160,"240,000",103355,0.22ct,,,suzuki,2017/03/02,"26,090"
308,FALSE,Pt900,リング,オーバル,160,09K-91-160,"260,000",103063,0.20ct,,,furuya,2019/08/04,"28,800"
309,FALSE,Pt900,リング,オーバル,160,09S-111-160,"400,000",104655,0.48ct,,,nakajima,2014/07/23,"7,210"
310,FALSE,Pt900,リング,オーバル,160,ORA1-3-160,"135,000",3026,,,,tanaka,2023/04/27,"29,870"
311,FALSE,Pt900,リング,オーバル,160,ORB1-1-160,"240,000",3035,"0,06ct",,,青山,2024/07/03,"24,830"
312,FALSE,Pt900,リング,オーバル,160,ORB1-2-160,"290,000",3032,0.21ct,,,坂井,2024/10/08,"17,890"
313,FALSE,Pt900,リング,オーバル,160,ORK1-3-160,"350,000",3034,0.22ct,,,shige,2024/05/24,"10,330"
314,FALSE,Pt900,リング,オーバル,170,09B-18-170,"280,000",102607,0.29ct,,,muro,2016/05/05,"26,300"
315,FALSE,Pt900,リング,オーバル,170,09B-20-170,"260,000",103005,0.14ct,,,muro,2016/05/03,"27,740"
316,FALSE,Pt900,リング,オーバル,170,09B-20-170,"260,000",30050,0.14ct,,,河野,2022/03/09,"34,060"
317,FALSE,Pt900,リング,オーバル,170,09C-175-180,"260,000",103227,0.28ct,,,kim,2015/02/01,"75,500"
318,FALSE,Pt900,リング,オーバル,170,09K-16-170,"340,000",103539,0.47ct,,,不明,2014/11/21,"22,450"
319,FALSE,Pt900,リング,オーバル,170,09K-16-170,"340,000",103539,0.47ct,,,河野,2022/03/09,"27,910"
320,FALSE,Pt900,リング,オーバル,170,09K-44-170,"230,000",102958,0.14ct,,,kida,2017/03/17,"84,600"
321,FALSE,Pt900,リング,オーバル,170,09K-91-170,"300,000",103307,0.26ct,,,nakajima,2019/03/15,"35,240"
322,FALSE,Pt900,リング,オーバル,180,09A-286-180,"130,000",102317,,,,muro,2018/01/23,"26,580"
323,FALSE,Pt900,リング,オーバル,180,09A-290-180,"310,000",106523,,,,河野,2022/03/09,"12,560"
324,FALSE,Pt900,リング,オーバル,180,09A-313-180,"169,000",20308,,,,河野,2022/03/09,"30,500"
325,FALSE,Pt900,リング,オーバル,180,09A-322-180,"150,000",103071,,,,komaki,2017/02/14,"23,580"
326,FALSE,Pt900,リング,オーバル,180,09A-324-180,"280,000",105182,,,,tanaka,2023/11/14,"7,060"
327,FALSE,Pt900,リング,オーバル,180,09B-20-180,"270,000",20348,0.16ct,,,nakayama,2017/11/11,"7,660"
328,FALSE,Pt900,リング,オーバル,180,09C-175-190,"350,000",103586,0.29ct,,,nakayama,2017/09/08,"7,250"
329,FALSE,Pt900,リング,オーバル,180,09C-235-180,"200,000",103936,0.09ct,,,YUKARI,2021/03/10,"34,480"
330,FALSE,Pt900,リング,オーバル,180,09E-106-180,"600,000",105345,0.67ct,,,kida,2017/03/17,"30,630"
331,FALSE,Pt900,リング,オーバル,180,09E-260-180,"350,000",105422,0.16CT,,,NAKAYAMA,2015/09/25,"8,000"
332,FALSE,Pt900,リング,オーバル,180,09E-389-180,"240,000",102955,0.07ct,,,tanaka,2023/11/14,"23,960"
333,FALSE,Pt900,リング,オーバル,180,09E-393-180,"220,000",102799,0.10ct,,,nakajima,2020/07/11,"25,270"
334,FALSE,Pt900,リング,オーバル,180,09K-116-180,"400,000",104129,0.37ct,,,tanaka,2023/11/14,"26,400"
335,FALSE,Pt900,リング,オーバル,180,09K-16-180,"350,000",103213,0.43ct,,,suzuki,2017/03/07,"12,330"
336,FALSE,Pt900,リング,オーバル,180,09K-163-180,"350,000",103393,0.35ct,,,muro,2018/08/25,"88,400"
337,FALSE,Pt900,リング,オーバル,180,09K-163-180,"400,000",104758,0.38ct,,,tanaka,2023/11/14,"7,470"
338,FALSE,Pt900,リング,オーバル,180,09K-55-180,"270,000",104234,0.15ct,,,muro,2015/05/29,"22,380"
339,FALSE,Pt900,リング,オーバル,180,09K-78-180,"544,000",3042,0.37ct,,,河野,2022/03/09,"39,450"
340,FALSE,Pt900,リング,オーバル,180,09K-87-180,"390,000",103651,0.40ct,,,muro,2017/05/05,"7,950"
341,FALSE,Pt900,リング,オーバル,180,ORA1-2-180,"165,000",20338,,,,fujita,2023/08/18,"25,380"
342,FALSE,Pt900,リング,オーバル,180,ORB1-1-180,"250,000",3038,"0,06ct",,,青山,2024/07/04,"20,250"
343,FALSE,Pt900,リング,オーバル,180,ORB1-2-180,"300,000",3034,0.22ct,,,yoshida,2024/11/11,"9,010"
344,FALSE,Pt900,リング,オーバル,180,ORK1-2-180,"320,000",3033,0.23ct,,,tanaka,2024/02/21,"9,060"
345,FALSE,Pt900,リング,オーバル,180,SAHA-E-1308-OR180,"2,220,000",30198,2.60ct,,,kida,2017/03/17,"75,300"
346,FALSE,Pt900,リング,オーバル,190,09A-286-190,"140,000",102619,,,,河野,2022/03/09,"9,850"
347,FALSE,Pt900,リング,オーバル,190,09B-18-190,"290,000",20283,0.27ct,,,nakayama,2017/04/26,"22,300"
348,FALSE,Pt900,リング,オーバル,190,09B-20-190,"280,000",103477,0.15ct,,,nakayama,2017/04/26,"19,900"
349,FALSE,Pt900,リング,オーバル,190,09C-175-200,"360,000",103303,0.38ct,,,kim,2018/05/28,"9,800"
350,FALSE,Pt900,リング,オーバル,190,09E-141-200,"220,000",102702,0.13ct,,,hirokawa,2019/06/09,"10,140"
351,FALSE,Pt900,リング,オーバル,190,09K-100-190,"250,000",102962,0.24ct,,,河野,2022/03/09,"17,100"
352,FALSE,Pt900,リング,オーバル,190,09K-16-190,"360,000",20293,0.50ct,,,muro,2016/05/03,"23,800"
353,FALSE,Pt900,リング,オーバル,190,09K-44-190,"260,000",102982,0.20ct,,,sato,2016/04/07,
354,FALSE,Pt900,リング,オーバル,190,09L-38-190,"338,000",404,0.27ct,,,河野,2022/03/09,"22,700"
355,FALSE,Pt900,リング,オーバル,190,09S-111-190,"500,000",104335,0.63ct,,,sato,2016/04/14,"12,000"
356,FALSE,Pt900,リング,オーバル,190,09S-111-190,"550,000",104766,0.64ct,,,tanaka,2023/11/14,"38,800"
357,FALSE,Pt900,リング,オーバル,200,09A-188-200,"130,000",102469,,,,komaki,2017/01/27,"37,700"
358,FALSE,Pt900,リング,オーバル,200,09A-261-200,"240,000",104863,,,,河野,2022/03/09,"32,000"
359,FALSE,Pt900,リング,オーバル,200,09A-322-200,"170,000",103352,,,,shige,2024/09/12,"46,000"
360,FALSE,Pt900,リング,オーバル,200,09A-324-200,"270,000",105247,,,,komaki,2019/04/01,"29,720"
361,FALSE,Pt900,リング,オーバル,200,09B-362-200,"240,000",103988,0.10ct,,,fujita,2023/01/05,"5,400"
362,FALSE,Pt900,リング,オーバル,200,09C-175-210,"330,000",103138,0.32ct,,,muro,2016/04/07,"42,800"
363,FALSE,Pt900,リング,オーバル,200,09C-188-200,"240,000",102681,0.18ct,,,河野,2022/03/09,"10,700"
364,FALSE,Pt900,リング,オーバル,200,09E-161-200,"280,000",103662,0.15ct,,,shige,2018/04/20,"20,680"
365,FALSE,Pt900,リング,オーバル,200,09E-384-200,"280,000",103553,0.26ct,,,kim,2019/09/14,"8,210"
366,FALSE,Pt900,リング,オーバル,200,09E-393-200,"250,000",103887,0.10ct,,,河野,2022/03/14,"33,500"
367,FALSE,Pt900,リング,オーバル,200,09E-426-200,"290,000",103264,0.10ct,,,komaki,2019/02/27,"27,770"
368,FALSE,Pt900,リング,オーバル,200,09H-261-200,"440,000",103984,0.34ct,,,muro,2016/05/03,"24,400"
369,FALSE,Pt900,リング,オーバル,200,09H-263-200,"450,000",104056,0.37ct,,,tanaka,2023/11/14,"30,600"
370,FALSE,Pt900,リング,オーバル,200,09K-15-200,"250,000",102829,0.29ct,,,muro,2017/02/27,"32,560"
371,FALSE,Pt900,リング,オーバル,200,09K-16-200,"380,000",103491,0.43ct,,,shige,2015/05/14,"30,200"
372,FALSE,Pt900,リング,オーバル,200,09K-69-200,"230,000",102928,0.13ct,,,河野,2022/03/09,"7,650"
373,FALSE,Pt900,リング,オーバル,200,09K-91-200,"340,000",103759,0.37ct,,,muro,2017/05/05,"68,100"
374,FALSE,Pt900,リング,オーバル,200,09K-91-200,"340,000",103633,0.34ct,,,河野,2022/03/14,"31,910"
375,FALSE,Pt900,リング,オーバル,200,09K-91-200,"370,000",104075,0.29ct,,,tanaka,2023/11/14,"77,500"
376,FALSE,Pt900,リング,オーバル,200,ORA1-2-200,"165,000",20232,,,,fujita,2023/08/18,"26,600"
377,FALSE,Pt900,リング,オーバル,200,ORA1-3-200,"170,000",20345,,,,tanaka,2023/04/27,"27,310"
378,FALSE,Pt900,リング,オーバル,200,ORA1-6-200,"180,000",3029,,,,tanaka,2024/04/12,"56,000"
379,FALSE,Pt900,リング,オーバル,200,ORB1-1-200,"260,000",3039,"0,06ct",,,青山,2024/07/04,"27,000"
380,FALSE,Pt900,リング,オーバル,200,ORK1-2-200,"320,000",20335,0.23ct,,,tanaka,2024/02/21,"18,220"
381,FALSE,Pt900,リング,オーバル,210,09B-18-210,"300,000",103033,0.30ct,,,河野,2022/03/14,"27,050"
382,FALSE,Pt900,リング,オーバル,210,09B-20-210,"400,000",103529,0.38ct,,,sato,2016/04/07,"55,100"
383,FALSE,Pt900,リング,オーバル,210,09B-20-210,"400,000",103362,0.41ct,,,tanaka,2023/11/14,"14,090"
384,FALSE,Pt900,リング,オーバル,210,09C-188-210,"260,000",103295,0.20ct,,,yoshida,2020/08/02,"32,230"
385,FALSE,Pt900,リング,オーバル,210,09E-141-220,"240,000",102885,0.15ct,,,SK,2019/02/05,"37,000"
386,FALSE,Pt900,リング,オーバル,210,09K-16-210,"400,000",103547,0.48ct,,,muro,2017/05/05,"92,100"
387,FALSE,Pt900,リング,オーバル,210,09K-16-210,"400,000",103707,0.55ct,,,河野,2022/03/14,"32,440"
388,FALSE,Pt900,リング,オーバル,210,09S-111-210,"550,000",405,0.72ct,,,nakajima,2025/03/23,"9,150"
389,FALSE,Pt900,リング,オーバル,220,09A-188-220,"140,000",102559,,,,hirokawa,2019/04/11,"14,850"
390,FALSE,Pt900,リング,オーバル,220,09A-322-220,"190,000",20372,,,,shige,2017/04/20,"12,650"
391,FALSE,Pt900,リング,オーバル,220,09C-175-230,"380,000",103246,0.32ct,,,muro,2018/08/25,"102,200"
392,FALSE,Pt900,リング,オーバル,220,09C-235-220,"290,000",104906,0.08ct,,,tanaka,2023/07/14,"59,700"
393,FALSE,Pt900,リング,オーバル,220,09C-25-220,"280,000",103201,0.24ct,,,tanaka,2023/11/14,"49,490"
394,FALSE,Pt900,リング,オーバル,220,09E-393-220,"260,000",104034,0.10ct,,,河野,2022/03/14,"67,700"
395,FALSE,Pt900,リング,オーバル,220,09H-261-220,"460,000",104583,0.35ct,,,komaki,2019/05/29,"21,000"
396,FALSE,Pt900,リング,オーバル,220,09H-261-220,"460,000",104758,0.36ct,,,tanaka,2023/11/14,"13,590"
397,FALSE,Pt900,リング,オーバル,220,09K-16-220,"420,000",103652,0.56ct,,,muro,2017/05/05,"11,860"
398,FALSE,Pt900,リング,オーバル,220,ORA1-3-220,"210,000",3037,,,,shige,2024/09/13,"37,600"
399,FALSE,Pt900,リング,オーバル,220,ORB1-1-220,"270,000",404,"0,06ct",,,青山,2024/07/04,"30,270"
400,FALSE,Pt900,リング,オーバル,220,ORK1-2-220,"320,000",20335,0.23ct,,,tanaka,2024/02/21,"30,250"
401,FALSE,Pt900,リング,オーバル,230,09A-188-230,"190,000",20381,,,,山室,2022/10/08,"29,300"
402,FALSE,Pt900,リング,オーバル,230,09B-18-230,"320,000",103183,0.30ct,,,SK,2014/05/23,"172,300"
403,FALSE,Pt900,リング,オーバル,230,09C-175-240,"380,000",20456,0.40ct,,,shige,2018/08/02,"23,970"
404,FALSE,Pt900,リング,オーバル,230,09K-16-230,"440,000",104358,0.57ct,,,shige,2015/05/14,"32,620"
405,FALSE,Pt900,リング,オーバル,240,09A-322-240,"260,000",104783,,,,tanaka,2023/11/14,"13,020"
406,FALSE,Pt900,リング,オーバル,240,09A-324-240,"300,000",106362,,,,河野,2022/03/14,"14,850"
407,FALSE,Pt900,リング,オーバル,240,09A-326-240,"174,000",103134,,,,河野,2022/03/14,"66,500"
408,FALSE,Pt900,リング,オーバル,240,09C-175-250,"390,000",103776,0.55ct,,,hirokawa,2020/11/16,"31,000"
409,FALSE,Pt900,リング,オーバル,240,09K-16-240,"460,000",104024,0.62ct,,,nakayama,2017/06/08,"72,700"
410,FALSE,Pt900,リング,オーバル,240,09K-16-240,"460,000",104681,0.55ct,,,河野,2022/03/14,"103,400"
411,FALSE,Pt900,リング,オーバル,240,09K-55-240,"320,000",104308,0.23ct,,,muro,2017/05/05,"13,680"
412,FALSE,Pt900,リング,オーバル,240,09K-55-240,"350,000",104743,0.25ct,,,tanaka,2023/11/14,"39,500"
413,FALSE,Pt900,リング,オーバル,240,ORA1-2-240,"195,000",20387,,,,fujita,2023/08/18,"68,000"
414,FALSE,Pt900,リング,オーバル,240,ORA1-3-240,"205,000",404,,,,tanaka,2023/04/27,"75,700"
415,FALSE,Pt900,リング,オーバル,240,ORA1-7-240,"230,000",3041,,,,komaki,2024/05/27,"33,140"
416,FALSE,Pt900,リング,オーバル,240,ORB1-1-240,"280,000",3041,"0,06ct",,,青山,2024/07/04,"31,100"
417,FALSE,Pt900,リング,オーバル,250,09A-150-250,"190,000",103579,,,,komaki,2017/01/27,"21,800"
418,FALSE,Pt900,リング,オーバル,250,09A-188-250,"160,000",102866,,,,kim,2018/03/16,"41,430"
419,FALSE,Pt900,リング,オーバル,250,09A-286-250,"240,000",104787,,,,tanaka,2023/11/14,"22,750"
420,FALSE,Pt900,リング,オーバル,250,09B-18-250,"380,000",103717,0.35ct,,,sato,2016/04/07,"14,810"
421,FALSE,Pt900,リング,オーバル,250,09B-20-250,"320,000",103332,0.23ct,,,muro,2016/05/03,"21,950"
422,FALSE,Pt900,リング,オーバル,250,09K-44-250,"320,000",103855,0.25ct,,,tanaka,2023/11/14,"32,000"
423,FALSE,Pt900,リング,オーバル,250,09K-44-250,"330,000",104082,0.28ct,,,muro,2017/06/23,"115,100"
424,FALSE,Pt900,リング,オーバル,250,09R-48-250,"1,814,000",30191,1.88ct,,,kida,2017/03/17,"22,100"
425,FALSE,Pt900,リング,オーバル,260,09A-150-260,"200,000",103994,,,,muro,2016/04/01,"40,630"
426,FALSE,Pt900,リング,オーバル,260,09A-261-260,"300,000",106297,,,,河野,2022/03/14,"24,810"
427,FALSE,Pt900,リング,オーバル,260,09C-175-270,"500,000",104064,0.45ct,,,kim,2018/05/28,"13,530"
428,FALSE,Pt900,リング,オーバル,260,09C-188-260,"300,000",103777,0.19ct,,,河野,2022/03/14,"26,050"
429,FALSE,Pt900,リング,オーバル,260,09K-47-260,"300,000",103804,0.16ct,,,furuya,2019/08/01,"43,870"
430,FALSE,Pt900,リング,オーバル,260,09K-55-260,"350,000",20536,0.30ct,,,muro,2015/05/23,"41,700"
431,FALSE,Pt900,リング,オーバル,260,09S-111-260,"700,000",104885,0.94ct,,,suzuki,2016/07/01,"9,530"
432,FALSE,Pt900,リング,オーバル,260,ORA1-2-260,"195,000",20368,,,,fujita,2023/08/18,"29,890"
433,FALSE,Pt900,リング,オーバル,260,ORA1-7-260,"230,000",20395,,,,komaki,2024/05/27,"37,070"
434,FALSE,Pt900,リング,オーバル,260,ORB1-1-260,"290,000",3035,0.08ct,,,yoshida,2024/11/11,"26,710"
435,FALSE,Pt900,リング,オーバル,270,09B-18-270,"420,000",103907,0.33ct,,,muro,2019/11/24,"27,140"
436,FALSE,Pt900,リング,オーバル,270,09B-20-270,"350,000",104233,0.29ct,,,nakayama,2017/04/26,"21,360"
437,FALSE,Pt900,リング,オーバル,270,09E-141-280,"330,000",105043,0.25ct,,,KOUNO,2015/02/23,"7,120"
438,FALSE,Pt900,リング,オーバル,270,09E-141-280,"330,000",104091,0.24ct,,,shige,2024/09/13,"8,100"
439,FALSE,Pt900,リング,オーバル,270,09K-55-270B,"400,000",105626,0.28ct,,,河野,2022/03/14,"31,110"
440,FALSE,Pt900,リング,オーバル,280,09A-188-280,"200,000",103955,,,,muro,2020/02/15,"27,170"
